#Digilent WaveForms Wavegen Preview
#Device Name: Discovery2
#Serial Number: SN:210321B3D361
#Date Time: 2023-05-05 14:20:38.582
#Wavegen Channel 2: Enabled
#Mode: Simple
#Type: Pulse
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 1.8 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 180 °

Time (s),Output (V)
0,0
0.0004885197850512946,0
0.0009770395701025891,0
0.001465559355153884,0
0.001954079140205178,0
0.002442598925256473,0
0.002931118710307767,0
0.003419638495359062,0
0.003908158280410357,0
0.004396678065461651,0
0.004885197850512946,0
0.00537371763556424,0
0.005862237420615535,0
0.006350757205666829,0
0.006839276990718124,0
0.007327796775769418,0
0.007816316560820713,0
0.008304836345872008,0
0.008793356130923302,0
0.009281875915974597,0
0.009770395701025891,0
0.01025891548607719,0
0.01074743527112848,0
0.01123595505617977,0
0.01172447484123107,0
0.01221299462628236,0
0.01270151441133366,0
0.01319003419638495,0
0.01367855398143625,0
0.01416707376648754,0
0.01465559355153884,0
0.01514411333659013,0
0.01563263312164143,0
0.01612115290669272,0
0.01660967269174402,0
0.01709819247679531,0
0.0175867122618466,0
0.0180752320468979,0
0.01856375183194919,0
0.01905227161700049,0
0.01954079140205178,0
0.02002931118710308,0
0.02051783097215437,0
0.02100635075720567,0
0.02149487054225696,0
0.02198339032730826,0
0.02247191011235955,0
0.02296042989741084,0
0.02344894968246214,0
0.02393746946751343,0
0.02442598925256473,0
0.02491450903761602,0
0.02540302882266732,0
0.02589154860771861,0
0.02638006839276991,0
0.0268685881778212,0
0.0273571079628725,0
0.02784562774792379,0
0.02833414753297508,0
0.02882266731802638,0
0.02931118710307767,0
0.02979970688812897,0
0.03028822667318026,0
0.03077674645823156,0
0.03126526624328285,0
0.03175378602833415,0
0.03224230581338544,0
0.03273082559843674,0
0.03321934538348803,0
0.03370786516853932,0
0.03419638495359062,0
0.03468490473864191,0
0.03517342452369321,0
0.0356619443087445,0
0.0361504640937958,0
0.03663898387884709,0
0.03712750366389839,0
0.03761602344894968,0
0.03810454323400098,0
0.03859306301905227,0
0.03908158280410357,0
0.03957010258915486,0
0.04005862237420615,0
0.04054714215925745,0
0.04103566194430874,0
0.04152418172936004,0
0.04201270151441133,0
0.04250122129946263,0
0.04298974108451392,0
0.04347826086956522,0
0.04396678065461651,0
0.04445530043966781,0
0.0449438202247191,0
0.04543234000977039,0
0.04592085979482169,0
0.04640937957987298,0
0.04689789936492428,0
0.04738641914997557,0
0.04787493893502687,0
0.04836345872007816,0
0.04885197850512946,0
0.04934049829018075,0
0.04982901807523205,0
0.05031753786028334,0
0.05080605764533463,0
0.05129457743038593,0
0.05178309721543722,0
0.05227161700048852,0
0.05276013678553981,0
0.05324865657059111,0
0.0537371763556424,0
0.0542256961406937,0
0.05471421592574499,0
0.05520273571079629,0
0.05569125549584758,0
0.05617977528089887,0
0.05666829506595017,0
0.05715681485100146,0
0.05764533463605276,0
0.05813385442110405,0
0.05862237420615535,0
0.05911089399120664,0
0.05959941377625794,0
0.06008793356130923,0
0.06057645334636053,0
0.06106497313141182,0
0.06155349291646312,0
0.06204201270151441,0
0.0625305324865657,0
0.063019052271617,0
0.06350757205666829,0
0.06399609184171959,0
0.06448461162677088,0
0.06497313141182218,0
0.06546165119687347,0
0.06595017098192477,0
0.06643869076697606,0
0.06692721055202736,0
0.06741573033707865,0
0.06790425012212994,0
0.06839276990718124,0
0.06888128969223253,0
0.06936980947728383,0
0.06985832926233512,0
0.07034684904738642,0
0.07083536883243771,0
0.07132388861748901,0
0.0718124084025403,0
0.0723009281875916,0
0.07278944797264289,0
0.07327796775769418,0
0.07376648754274548,0
0.07425500732779677,0
0.07474352711284807,0
0.07523204689789936,0
0.07572056668295066,0
0.07620908646800195,0
0.07669760625305325,0
0.07718612603810454,0
0.07767464582315584,0
0.07816316560820713,0
0.07865168539325842,0
0.07914020517830972,0
0.07962872496336101,0
0.08011724474841231,0
0.0806057645334636,0
0.0810942843185149,0
0.08158280410356619,0
0.08207132388861749,0
0.08255984367366878,0
0.08304836345872008,0
0.08353688324377137,0
0.08402540302882266,0
0.08451392281387396,0
0.08500244259892525,0
0.08549096238397655,0
0.08597948216902784,0
0.08646800195407914,0
0.08695652173913043,0
0.08744504152418173,0
0.08793356130923302,0
0.08842208109428432,0
0.08891060087933561,0
0.08939912066438691,0
0.0898876404494382,0
0.09037616023448949,0
0.09086468001954079,0
0.09135319980459208,0
0.09184171958964338,0
0.09233023937469467,0
0.09281875915974597,0
0.09330727894479726,0
0.09379579872984856,0
0.09428431851489985,0
0.09477283829995115,0
0.09526135808500244,0
0.09574987787005373,0
0.09623839765510503,0
0.09672691744015632,0
0.09721543722520762,0
0.09770395701025891,0
0.09819247679531021,0
0.0986809965803615,0
0.0991695163654128,0
0.09965803615046409,0
0.1001465559355154,0
0.1006350757205667,0
0.101123595505618,0
0.1016121152906693,0
0.1021006350757206,0
0.1025891548607719,0
0.1030776746458232,0
0.1035661944308744,0
0.1040547142159257,0
0.104543234000977,0
0.1050317537860283,0
0.1055202735710796,0
0.1060087933561309,0
0.1064973131411822,0
0.1069858329262335,0
0.1074743527112848,0
0.1079628724963361,0
0.1084513922813874,0
0.1089399120664387,0
0.10942843185149,0
0.1099169516365413,0
0.1104054714215926,0
0.1108939912066439,0
0.1113825109916952,0
0.1118710307767465,0
0.1123595505617977,0
0.112848070346849,0
0.1133365901319003,0
0.1138251099169516,0
0.1143136297020029,0
0.1148021494870542,0
0.1152906692721055,0
0.1157791890571568,0
0.1162677088422081,0
0.1167562286272594,0
0.1172447484123107,0
0.117733268197362,0
0.1182217879824133,0
0.1187103077674646,0
0.1191988275525159,0
0.1196873473375672,0
0.1201758671226185,0
0.1206643869076698,0
0.1211529066927211,0
0.1216414264777723,0
0.1221299462628236,0
0.1226184660478749,0
0.1231069858329262,0
0.1235955056179775,0
0.1240840254030288,0
0.1245725451880801,0
0.1250610649731314,0
0.1255495847581827,0
0.126038104543234,0
0.1265266243282853,0
0.1270151441133366,0
0.1275036638983879,0
0.1279921836834392,0
0.1284807034684905,0
0.1289692232535418,0
0.1294577430385931,0
0.1299462628236444,0
0.1304347826086956,0
0.1309233023937469,0
0.1314118221787982,0
0.1319003419638495,0
0.1323888617489008,0
0.1328773815339521,0
0.1333659013190034,0
0.1338544211040547,0
0.134342940889106,0
0.1348314606741573,0
0.1353199804592086,0
0.1358085002442599,0
0.1362970200293112,0
0.1367855398143625,0
0.1372740595994138,0
0.1377625793844651,0
0.1382510991695164,0
0.1387396189545677,0
0.139228138739619,0
0.1397166585246702,0
0.1402051783097215,0
0.1406936980947728,0
0.1411822178798241,0
0.1416707376648754,0
0.1421592574499267,0
0.142647777234978,0
0.1431362970200293,0
0.1436248168050806,0
0.1441133365901319,0
0.1446018563751832,0
0.1450903761602345,0
0.1455788959452858,0
0.1460674157303371,0
0.1465559355153884,0
0.1470444553004397,0
0.147532975085491,0
0.1480214948705423,0
0.1485100146555935,0
0.1489985344406448,0
0.1494870542256961,0
0.1499755740107474,0
0.1504640937957987,0
0.15095261358085,0
0.1514411333659013,0
0.1519296531509526,0
0.1524181729360039,0
0.1529066927210552,0
0.1533952125061065,0
0.1538837322911578,0
0.1543722520762091,0
0.1548607718612604,0
0.1553492916463117,0
0.155837811431363,0
0.1563263312164143,0
0.1568148510014656,0
0.1573033707865168,0
0.1577918905715681,0
0.1582804103566194,0
0.1587689301416707,0
0.159257449926722,0
0.1597459697117733,0
0.1602344894968246,0
0.1607230092818759,0
0.1612115290669272,0
0.1617000488519785,0
0.1621885686370298,0
0.1626770884220811,0
0.1631656082071324,0
0.1636541279921837,0
0.164142647777235,0
0.1646311675622863,0
0.1651196873473376,0
0.1656082071323889,0
0.1660967269174402,0
0.1665852467024914,0
0.1670737664875427,0
0.167562286272594,0
0.1680508060576453,0
0.1685393258426966,0
0.1690278456277479,0
0.1695163654127992,0
0.1700048851978505,0
0.1704934049829018,0
0.1709819247679531,0
0.1714704445530044,0
0.1719589643380557,0
0.172447484123107,0
0.1729360039081583,0
0.1734245236932096,0
0.1739130434782609,0
0.1744015632633122,0
0.1748900830483635,0
0.1753786028334147,0
0.175867122618466,0
0.1763556424035173,0
0.1768441621885686,0
0.1773326819736199,0
0.1778212017586712,0
0.1783097215437225,0
0.1787982413287738,0
0.1792867611138251,0
0.1797752808988764,0
0.1802638006839277,0
0.180752320468979,0
0.1812408402540303,0
0.1817293600390816,0
0.1822178798241329,0
0.1827063996091842,0
0.1831949193942355,0
0.1836834391792868,0
0.1841719589643381,0
0.1846604787493893,0
0.1851489985344406,0
0.1856375183194919,0
0.1861260381045432,0
0.1866145578895945,0
0.1871030776746458,0
0.1875915974596971,0
0.1880801172447484,0
0.1885686370297997,0
0.189057156814851,0
0.1895456765999023,0
0.1900341963849536,0
0.1905227161700049,0
0.1910112359550562,0
0.1914997557401075,0
0.1919882755251588,0
0.1924767953102101,0
0.1929653150952614,0
0.1934538348803126,0
0.1939423546653639,0
0.1944308744504152,0
0.1949193942354665,0
0.1954079140205178,0
0.1958964338055691,0
0.1963849535906204,0
0.1968734733756717,0
0.197361993160723,0
0.1978505129457743,0
0.1983390327308256,0
0.1988275525158769,0
0.1993160723009282,0
0.1998045920859795,0
0.2002931118710308,0
0.2007816316560821,0
0.2012701514411334,0
0.2017586712261847,0
0.2022471910112359,0
0.2027357107962872,0
0.2032242305813385,0
0.2037127503663898,0
0.2042012701514411,0
0.2046897899364924,0
0.2051783097215437,0
0.205666829506595,0
0.2061553492916463,0
0.2066438690766976,0
0.2071323888617489,0
0.2076209086468002,0
0.2081094284318515,0
0.2085979482169028,0
0.2090864680019541,0
0.2095749877870054,0
0.2100635075720567,0
0.210552027357108,0
0.2110405471421593,0
0.2115290669272105,0
0.2120175867122618,0
0.2125061064973131,0
0.2129946262823644,0
0.2134831460674157,0
0.213971665852467,0
0.2144601856375183,0
0.2149487054225696,0
0.2154372252076209,0
0.2159257449926722,0
0.2164142647777235,0
0.2169027845627748,0
0.2173913043478261,0
0.2178798241328774,0
0.2183683439179287,0
0.21885686370298,0
0.2193453834880313,0
0.2198339032730826,0
0.2203224230581338,0
0.2208109428431851,0
0.2212994626282364,0
0.2217879824132877,0
0.222276502198339,0
0.2227650219833903,0
0.2232535417684416,0
0.2237420615534929,0
0.2242305813385442,0
0.2247191011235955,0
0.2252076209086468,0
0.2256961406936981,0
0.2261846604787494,0
0.2266731802638007,0
0.227161700048852,0
0.2276502198339033,0
0.2281387396189546,0
0.2286272594040059,0
0.2291157791890572,0
0.2296042989741084,0
0.2300928187591597,0
0.230581338544211,0
0.2310698583292623,0
0.2315583781143136,0
0.2320468978993649,0
0.2325354176844162,0
0.2330239374694675,0
0.2335124572545188,0
0.2340009770395701,0
0.2344894968246214,0
0.2349780166096727,0
0.235466536394724,0
0.2359550561797753,0
0.2364435759648266,0
0.2369320957498779,0
0.2374206155349292,0
0.2379091353199805,0
0.2383976551050317,0
0.238886174890083,0
0.2393746946751343,0
0.2398632144601856,0
0.2403517342452369,0
0.2408402540302882,0
0.2413287738153395,0
0.2418172936003908,0
0.2423058133854421,0
0.2427943331704934,0
0.2432828529555447,0
0.243771372740596,0
0.2442598925256473,0
0.2447484123106986,0
0.2452369320957499,0
0.2457254518808012,0
0.2462139716658525,0
0.2467024914509038,0
0.247191011235955,0
0.2476795310210063,0
0.2481680508060576,0
0.2486565705911089,0
0.2491450903761602,0
0.2496336101612115,0
0.2501221299462628,0
0.2506106497313141,0
0.2510991695163654,0
0.2515876893014167,0
0.252076209086468,0
0.2525647288715193,0
0.2530532486565706,0
0.2535417684416219,0
0.2540302882266732,0
0.2545188080117245,0
0.2550073277967758,0
0.2554958475818271,0
0.2559843673668784,0
0.2564728871519297,0
0.2569614069369809,0
0.2574499267220323,0
0.2579384465070835,0
0.2584269662921349,0
0.2589154860771861,0
0.2594040058622374,0
0.2598925256472887,0
0.26038104543234,0
0.2608695652173913,0
0.2613580850024426,0
0.2618466047874939,0
0.2623351245725452,0
0.2628236443575965,0
0.2633121641426478,0
0.2638006839276991,0
0.2642892037127504,0
0.2647777234978017,0
0.265266243282853,0
0.2657547630679042,0
0.2662432828529556,0
0.2667318026380068,0
0.2672203224230582,0
0.2677088422081094,0
0.2681973619931607,0
0.268685881778212,0
0.2691744015632633,0
0.2696629213483146,0
0.2701514411333659,0
0.2706399609184172,0
0.2711284807034685,0
0.2716170004885198,0
0.2721055202735711,0
0.2725940400586224,0
0.2730825598436737,0
0.273571079628725,0
0.2740595994137763,0
0.2745481191988275,0
0.2750366389838789,0
0.2755251587689301,0
0.2760136785539815,0
0.2765021983390327,0
0.276990718124084,0
0.2774792379091353,0
0.2779677576941866,0
0.2784562774792379,0
0.2789447972642892,0
0.2794333170493405,0
0.2799218368343918,0
0.2804103566194431,0
0.2808988764044944,0
0.2813873961895457,0
0.281875915974597,0
0.2823644357596483,0
0.2828529555446996,0
0.2833414753297508,0
0.2838299951148022,0
0.2843185148998534,0
0.2848070346849048,0
0.285295554469956,0
0.2857840742550073,0
0.2862725940400586,0
0.2867611138251099,0
0.2872496336101612,0
0.2877381533952125,0
0.2882266731802638,0
0.2887151929653151,0
0.2892037127503664,0
0.2896922325354177,0
0.290180752320469,0
0.2906692721055203,0
0.2911577918905716,0
0.2916463116756229,0
0.2921348314606741,0
0.2926233512457255,0
0.2931118710307767,0
0.2936003908158281,0
0.2940889106008793,0
0.2945774303859306,0
0.2950659501709819,0
0.2955544699560332,0
0.2960429897410845,0
0.2965315095261358,0
0.2970200293111871,0
0.2975085490962384,0
0.2979970688812897,0
0.298485588666341,0
0.2989741084513923,0
0.2994626282364436,0
0.2999511480214949,0
0.3004396678065462,0
0.3009281875915975,0
0.3014167073766488,0
0.3019052271617,0
0.3023937469467514,0
0.3028822667318026,0
0.303370786516854,0
0.3038593063019052,0
0.3043478260869565,0
0.3048363458720078,0
0.3053248656570591,0
0.3058133854421104,0
0.3063019052271617,0
0.306790425012213,0
0.3072789447972643,0
0.3077674645823156,0
0.3082559843673669,0
0.3087445041524182,0
0.3092330239374695,0
0.3097215437225208,0
0.3102100635075721,0
0.3106985832926233,0
0.3111871030776747,0
0.3116756228627259,0
0.3121641426477773,0
0.3126526624328285,0
0.3131411822178798,0
0.3136297020029311,0
0.3141182217879824,0
0.3146067415730337,0
0.315095261358085,0
0.3155837811431363,0
0.3160723009281876,0
0.3165608207132389,0
0.3170493404982902,0
0.3175378602833415,0
0.3180263800683928,0
0.3185148998534441,0
0.3190034196384954,0
0.3194919394235466,0
0.319980459208598,0
0.3204689789936492,0
0.3209574987787006,0
0.3214460185637518,0
0.3219345383488031,0
0.3224230581338544,0
0.3229115779189057,0
0.323400097703957,0
0.3238886174890083,0
0.3243771372740596,0
0.3248656570591109,0
0.3253541768441622,0
0.3258426966292135,0
0.3263312164142648,0
0.3268197361993161,0
0.3273082559843674,0
0.3277967757694187,0
0.3282852955544699,0
0.3287738153395213,0
0.3292623351245725,0
0.3297508549096239,0
0.3302393746946751,0
0.3307278944797264,0
0.3312164142647777,0
0.331704934049829,0
0.3321934538348803,0
0.3326819736199316,0
0.3331704934049829,0
0.3336590131900342,0
0.3341475329750855,0
0.3346360527601368,0
0.3351245725451881,0
0.3356130923302394,0
0.3361016121152907,0
0.336590131900342,0
0.3370786516853932,0
0.3375671714704446,0
0.3380556912554958,0
0.3385442110405472,0
0.3390327308255984,0
0.3395212506106497,0
0.340009770395701,0
0.3404982901807523,0
0.3409868099658036,0
0.3414753297508549,0
0.3419638495359062,0
0.3424523693209575,0
0.3429408891060088,0
0.3434294088910601,0
0.3439179286761114,0
0.3444064484611627,0
0.344894968246214,0
0.3453834880312653,0
0.3458720078163166,0
0.3463605276013679,0
0.3468490473864191,0
0.3473375671714705,0
0.3478260869565217,0
0.3483146067415731,0
0.3488031265266243,0
0.3492916463116756,0
0.3497801660967269,0
0.3502686858817782,0
0.3507572056668295,0
0.3512457254518808,0
0.3517342452369321,0
0.3522227650219834,0
0.3527112848070347,0
0.353199804592086,0
0.3536883243771373,0
0.3541768441621886,0
0.3546653639472399,0
0.3551538837322912,0
0.3556424035173424,0
0.3561309233023938,0
0.356619443087445,0
0.3571079628724964,0
0.3575964826575476,0
0.3580850024425989,0
0.3585735222276502,0
0.3590620420127015,0
0.3595505617977528,0
0.3600390815828041,0
0.3605276013678554,0
0.3610161211529067,0
0.361504640937958,0
0.3619931607230093,0
0.3624816805080606,0
0.3629702002931119,0
0.3634587200781632,0
0.3639472398632145,0
0.3644357596482657,0
0.3649242794333171,0
0.3654127992183683,0
0.3659013190034197,0
0.3663898387884709,0
0.3668783585735222,0
0.3673668783585735,0
0.3678553981436248,0
0.3683439179286761,0
0.3688324377137274,0
0.3693209574987787,0
0.36980947728383,0
0.3702979970688813,0
0.3707865168539326,0
0.3712750366389839,0
0.3717635564240352,0
0.3722520762090865,0
0.3727405959941378,0
0.373229115779189,0
0.3737176355642404,0
0.3742061553492916,0
0.374694675134343,0
0.3751831949193942,0
0.3756717147044455,0
0.3761602344894968,0
0.3766487542745481,0
0.3771372740595994,0
0.3776257938446507,0
0.378114313629702,0
0.3786028334147533,0
0.3790913531998046,0
0.3795798729848559,0
0.3800683927699072,0
0.3805569125549585,0
0.3810454323400098,0
0.3815339521250611,0
0.3820224719101123,0
0.3825109916951637,0
0.3829995114802149,0
0.3834880312652663,0
0.3839765510503175,0
0.3844650708353688,0
0.3849535906204201,0
0.3854421104054714,0
0.3859306301905227,0
0.386419149975574,0
0.3869076697606253,0
0.3873961895456766,0
0.3878847093307279,0
0.3883732291157792,0
0.3888617489008305,0
0.3893502686858818,0
0.3898387884709331,0
0.3903273082559844,0
0.3908158280410357,0
0.391304347826087,0
0.3917928676111382,0
0.3922813873961896,0
0.3927699071812408,0
0.3932584269662922,0
0.3937469467513434,0
0.3942354665363947,0
0.394723986321446,0
0.3952125061064973,0
0.3957010258915486,0
0.3961895456765999,0
0.3966780654616512,0
0.3971665852467025,0
0.3976551050317538,0
0.3981436248168051,0
0.3986321446018564,0
0.3991206643869077,0
0.399609184171959,0
0.4000977039570103,0
0.4005862237420615,0
0.4010747435271129,0
0.4015632633121641,0
0.4020517830972155,0
0.4025403028822667,0
0.403028822667318,0
0.4035173424523693,0
0.4040058622374206,0
0.4044943820224719,0
0.4049829018075232,0
0.4054714215925745,0
0.4059599413776258,0
0.4064484611626771,0
0.4069369809477284,0
0.4074255007327797,0
0.407914020517831,0
0.4084025403028823,0
0.4088910600879336,0
0.4093795798729848,0
0.4098680996580362,0
0.4103566194430874,0
0.4108451392281388,0
0.41133365901319,0
0.4118221787982413,0
0.4123106985832926,0
0.4127992183683439,0
0.4132877381533952,0
0.4137762579384465,0
0.4142647777234978,0
0.4147532975085491,0
0.4152418172936004,0
0.4157303370786517,0
0.416218856863703,0
0.4167073766487543,0
0.4171958964338056,0
0.4176844162188569,0
0.4181729360039081,0
0.4186614557889595,0
0.4191499755740107,0
0.4196384953590621,0
0.4201270151441133,0
0.4206155349291646,0
0.4211040547142159,0
0.4215925744992672,0
0.4220810942843185,0
0.4225696140693698,0
0.4230581338544211,0
0.4235466536394724,0
0.4240351734245237,0
0.424523693209575,0
0.4250122129946263,0
0.4255007327796776,0
0.4259892525647289,0
0.4264777723497802,0
0.4269662921348314,0
0.4274548119198828,0
0.427943331704934,0
0.4284318514899854,0
0.4289203712750366,0
0.4294088910600879,0
0.4298974108451392,0
0.4303859306301905,0
0.4308744504152418,0
0.4313629702002931,0
0.4318514899853444,0
0.4323400097703957,0
0.432828529555447,0
0.4333170493404983,0
0.4338055691255496,0
0.4342940889106009,0
0.4347826086956522,0
0.4352711284807035,0
0.4357596482657548,0
0.4362481680508061,0
0.4367366878358573,0
0.4372252076209087,0
0.4377137274059599,0
0.4382022471910113,0
0.4386907669760625,0
0.4391792867611138,0
0.4396678065461651,0
0.4401563263312164,0
0.4406448461162677,0
0.441133365901319,0
0.4416218856863703,0
0.4421104054714216,0
0.4425989252564729,0
0.4430874450415242,0
0.4435759648265755,0
0.4440644846116268,0
0.4445530043966781,0
0.4450415241817294,0
0.4455300439667806,0
0.446018563751832,0
0.4465070835368832,0
0.4469956033219346,0
0.4474841231069858,0
0.4479726428920371,0
0.4484611626770884,0
0.4489496824621397,0
0.449438202247191,0
0.4499267220322423,0
0.4504152418172936,0
0.4509037616023449,0
0.4513922813873962,0
0.4518808011724475,0
0.4523693209574988,0
0.4528578407425501,0
0.4533463605276014,0
0.4538348803126527,0
0.4543234000977039,0
0.4548119198827553,0
0.4553004396678065,0
0.4557889594528579,0
0.4562774792379091,0
0.4567659990229604,0
0.4572545188080117,0
0.457743038593063,0
0.4582315583781143,0
0.4587200781631656,0
0.4592085979482169,0
0.4596971177332682,0
0.4601856375183195,0
0.4606741573033708,0
0.4611626770884221,0
0.4616511968734734,0
0.4621397166585247,0
0.462628236443576,0
0.4631167562286272,0
0.4636052760136786,0
0.4640937957987298,0
0.4645823155837812,0
0.4650708353688324,0
0.4655593551538837,0
0.466047874938935,0
0.4665363947239863,0
0.4670249145090376,0
0.4675134342940889,0
0.4680019540791402,0
0.4684904738641915,0
0.4689789936492428,0
0.4694675134342941,0
0.4699560332193454,0
0.4704445530043967,0
0.470933072789448,0
0.4714215925744993,0
0.4719101123595505,0
0.4723986321446019,0
0.4728871519296531,0
0.4733756717147045,0
0.4738641914997557,0
0.474352711284807,0
0.4748412310698583,0
0.4753297508549096,0
0.4758182706399609,0
0.4763067904250122,0
0.4767953102100635,0
0.4772838299951148,0
0.4777723497801661,0
0.4782608695652174,0
0.4787493893502687,0
0.47923790913532,0
0.4797264289203713,0
0.4802149487054226,0
0.4807034684904739,0
0.4811919882755252,0
0.4816805080605764,0
0.4821690278456278,0
0.482657547630679,0
0.4831460674157304,0
0.4836345872007816,0
0.4841231069858329,0
0.4846116267708842,0
0.4851001465559355,0
0.4855886663409868,0
0.4860771861260381,0
0.4865657059110894,0
0.4870542256961407,0
0.487542745481192,0
0.4880312652662433,0
0.4885197850512946,0
0.4890083048363459,0
0.4894968246213972,0
0.4899853444064485,0
0.4904738641914997,0
0.4909623839765511,0
0.4914509037616023,0
0.4919394235466537,0
0.4924279433317049,0
0.4929164631167562,0
0.4934049829018075,0
0.4938935026868588,0
0.4943820224719101,0
0.4948705422569614,0
0.4953590620420127,0
0.495847581827064,0
0.4963361016121153,0
0.4968246213971666,0
0.4973131411822179,0
0.4978016609672692,0
0.4982901807523205,0
0.4987787005373718,0
0.499267220322423,0
0.4997557401074744,0
0.5002442598925256,1.8
0.5007327796775769,1.8
0.5012212994626283,1.8
0.5017098192476795,1.8
0.5021983390327308,1.8
0.5026868588177821,1.8
0.5031753786028335,1.8
0.5036638983878847,1.8
0.504152418172936,1.8
0.5046409379579873,1.8
0.5051294577430386,1.8
0.5056179775280899,1.8
0.5061064973131412,1.8
0.5065950170981924,1.8
0.5070835368832438,1.8
0.5075720566682951,1.8
0.5080605764533463,1.8
0.5085490962383976,1.8
0.509037616023449,1.8
0.5095261358085003,1.8
0.5100146555935515,1.8
0.5105031753786028,1.8
0.5109916951636542,1.8
0.5114802149487054,1.8
0.5119687347337567,1.8
0.512457254518808,1.8
0.5129457743038593,1.8
0.5134342940889106,1.8
0.5139228138739619,1.8
0.5144113336590131,1.8
0.5148998534440645,1.8
0.5153883732291158,1.8
0.5158768930141671,1.8
0.5163654127992183,1.8
0.5168539325842697,1.8
0.517342452369321,1.8
0.5178309721543722,1.8
0.5183194919394235,1.8
0.5188080117244749,1.8
0.5192965315095261,1.8
0.5197850512945774,1.8
0.5202735710796287,1.8
0.5207620908646801,1.8
0.5212506106497313,1.8
0.5217391304347826,1.8
0.5222276502198339,1.8
0.5227161700048852,1.8
0.5232046897899365,1.8
0.5236932095749878,1.8
0.524181729360039,1.8
0.5246702491450904,1.8
0.5251587689301417,1.8
0.525647288715193,1.8
0.5261358085002442,1.8
0.5266243282852956,1.8
0.5271128480703469,1.8
0.5276013678553981,1.8
0.5280898876404494,1.8
0.5285784074255008,1.8
0.529066927210552,1.8
0.5295554469956033,1.8
0.5300439667806546,1.8
0.530532486565706,1.8
0.5310210063507572,1.8
0.5315095261358085,1.8
0.5319980459208598,1.8
0.5324865657059111,1.8
0.5329750854909624,1.8
0.5334636052760137,1.8
0.5339521250610649,1.8
0.5344406448461163,1.8
0.5349291646311676,1.8
0.5354176844162188,1.8
0.5359062042012701,1.8
0.5363947239863215,1.8
0.5368832437713728,1.8
0.537371763556424,1.8
0.5378602833414753,1.8
0.5383488031265267,1.8
0.5388373229115779,1.8
0.5393258426966292,1.8
0.5398143624816805,1.8
0.5403028822667318,1.8
0.5407914020517831,1.8
0.5412799218368344,1.8
0.5417684416218856,1.8
0.542256961406937,1.8
0.5427454811919883,1.8
0.5432340009770396,1.8
0.5437225207620908,1.8
0.5442110405471422,1.8
0.5446995603321935,1.8
0.5451880801172447,1.8
0.545676599902296,1.8
0.5461651196873474,1.8
0.5466536394723986,1.8
0.5471421592574499,1.8
0.5476306790425012,1.8
0.5481191988275526,1.8
0.5486077186126038,1.8
0.5490962383976551,1.8
0.5495847581827064,1.8
0.5500732779677577,1.8
0.550561797752809,1.8
0.5510503175378603,1.8
0.5515388373229115,1.8
0.5520273571079629,1.8
0.5525158768930142,1.8
0.5530043966780654,1.8
0.5534929164631167,1.8
0.5539814362481681,1.8
0.5544699560332194,1.8
0.5549584758182706,1.8
0.5554469956033219,1.8
0.5559355153883733,1.8
0.5564240351734245,1.8
0.5569125549584758,1.8
0.5574010747435271,1.8
0.5578895945285784,1.8
0.5583781143136297,1.8
0.558866634098681,1.8
0.5593551538837322,1.8
0.5598436736687836,1.8
0.5603321934538349,1.8
0.5608207132388862,1.8
0.5613092330239374,1.8
0.5617977528089888,1.8
